title,release_year,language,genre,overview,vote_average,vote_count,popularity,cleaned_overview
School Society,2022,Französisch,Humor,virginie thvenot somewhat special math teacher take advantage general strike college try extraordinary experiment small group student take bet let want spark ignite spirit teenager cause small revolution within college turn life upside,6.6,28.0,2.52,virginie thvenot somewhat special math teacher take advantage general strike college try extraordinary experiment small group student take bet let want spark ignite spirit teenager cause small revolution within college turn life upside
A Perfect Man,2015,Französisch,Drama,struggling writer find shortcut fame blackmailer threatens ruin perfect life,6.905,656.0,5.312,struggling writer find shortcut fame blackmailer threatens ruin perfect life
Ares,2016,Französisch,Drama,near future world order changed 10 million unemployed citizen france become poor country people waver rebellion resignation find outlet shape tv broadcast ultra brutal fight player legally doped unscrupulous,6.114,315.0,6.647,near future world order changed million unemployed citizen france become poor country people waver rebellion resignation find outlet shape tv broadcast ultra brutal fight player legally doped unscrupulous
Tricky Old Dogs 2,2022,Französisch,Humor,come aid migrant hiding paris pierrot take southwest antoine already welcoming mimile midst reconquering love berthe expecting find calm voluptuousness countryside six refugee taste legendary hospitality french village perfect opportunity shake fear prejudice sophie three old furnace promoted unexpected consultant electoral campaign larquebuse mayor montcoeur forget,5.4,31.0,2.565,come aid migrant hiding paris pierrot take southwest antoine already welcoming mimile midst reconquering love berthe expecting find calm voluptuousness countryside six refugee taste legendary hospitality french village perfect opportunity shake fear prejudice sophie three old furnace promoted unexpected consultant electoral campaign larquebuse mayor montcoeur forget
Aline,2020,Französisch,Drama,fictionalized biopic aline dieu multitalented singer musically inclined family,6.696,349.0,7.959,fictionalized biopic aline dieu multitalented singer musically inclined family
Operation Tigerpool,2021,Französisch,Action,sent mission england spy master agency agent selfish must stop infamous igor army waterproof tiger agent selfish uncovers igors secret base far absurd prepared,6.5,1.0,0.349,sent mission england spy master agency agent selfish must stop infamous igor army waterproof tiger agent selfish uncovers igors secret base far absurd prepared
The Boss's Daughter,2015,Französisch,Drama,40yearold foreman vital chosen alix 25 guinea pig anonymous study carrying father factory boss daughter soon find falling spell reserved enigmatic worker begin open revealing dream another life,5.17,88.0,6.226,yearold foreman vital chosen alix guinea pig anonymous study carrying father factory bos daughter soon find falling spell reserved enigmatic worker begin open revealing dream another life
For Love of the Game,2023,Französisch,Drama,john life football anything make career even mean facing prejudice dressing room sexuality,0.0,0.0,2.77,john life football anything make career even mean facing prejudice dressing room sexuality
The Pink Elephant,2021,Französisch,Romanze,power love always work ancient southern italian town sunset seem little magical,9.5,2.0,0.331,power love always work ancient southern italian town sunset seem little magical
Coexister,2017,Französisch,Humor,pressure bos music producer decides set group consisting rabbi priest imam make sing living together religious recruit far saint,5.86,381.0,7.86,pressure bos music producer decides set group consisting rabbi priest imam make sing living together religious recruit far saint
Marinaleda,2023,Französisch,Humor,marinaleda feature two philosophical vampire trying reach selfmanaged village marinaleda southern spain,3.9,5.0,3.695,marinaleda feature two philosophical vampire trying reach selfmanaged village marinaleda southern spain
Tout nous sourit,2021,Französisch,Humor,member apparently happy couple respective lover idea spending weekend holiday home finding beginning awkward hilarious weekend,5.778,54.0,3.665,member apparently happy couple respective lover idea spending weekend holiday home finding beginning awkward hilarious weekend
Au Pays des Clochers,2019,Französisch,Romanze,surrealist experimental silent short film made film student,0.0,0.0,0.013,surrealist experimental silent short film made film student
