title,release_year,language,overview,vote_average,vote_count,popularity
Submergence,2017.0,Amerikanisch,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts.",5.486,287.0,10.187
Slender Man,2018.0,Amerikanisch,"In a small town in Massachusetts, four high school girls perform a ritual in an attempt to debunk the lore of Slender Man. When one of the girls goes mysteriously missing, they begin to suspect that she is, in fact, his latest victim.",4.296,1974.0,14.304
"Monster High: Boo York, Boo York",2015.0,Amerikanisch,"It's fright lights, big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and, of course, she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera, Cleo's sister, uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York, Boo York, the first-ever Monster High musical, featuring eight original songs.",7.7,170.0,16.049
I Saw the Light,2016.0,Amerikanisch,"Singer and songwriter Hank Williams rises to fame in the 1940s, but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.",6.273,200.0,11.796
Collide,2022.0,Amerikanisch,"A gripping chronicle of three couples over the course of one fateful night in an LA restaurant named Collide. Hunter finds himself on an awkward blind date with the captivating Tamira, while a busboy and his waitress girlfriend hope to score a big payday, and outside, Peter sits in his car observing his wife Angie meet with the restaurant’s manager. Though all strangers, their stories are weaved together as they hurl towards an explosive end.",4.9,27.0,10.165
John and the Hole,2021.0,Amerikanisch,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker — a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.",5.475,122.0,18.307
The Amazing Maurice,2022.0,Amerikanisch,"Maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. When Maurice and the rodents meet a bookworm called Malicia, their little con soon goes down the drain.",6.764,146.0,15.319
Remember,2015.0,Amerikanisch,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person responsible for the death of his family.",7.342,704.0,12.045
Marry Me,2022.0,Amerikanisch,"Pop superstar Kat Valdez is about to get married before an audience of her loyal fans. However, seconds before the ceremony, she learns about her fiance's cheating ways and has a meltdown on stage. In a moment of inspired insanity, Kat locks eyes with a total stranger in the crowd and marries him on the spot. As forces conspire to separate the unlikely newlyweds, they must soon decide if two people from such different worlds can find true love together.",6.672,983.0,16.056
A Trip to Infinity,2022.0,Amerikanisch,"Does infinity exist? Can we experience the Infinite? In an animated film (created by artists from 10 countries) the world's most cutting-edge scientists and mathematicians go in search of the infinite and its mind-bending implications for the universe.  Eminent mathematicians, particle physicists and cosmologists dive into infinity and its mind-bending implications for the universe.",7.198,105.0,16.813
Unbroken: Path to Redemption,2018.0,Amerikanisch,"Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",6.6,140.0,17.291
Holiday Rush,2019.0,Amerikanisch,"After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",5.6,213.0,10.129
Wicked,2021.0,Amerikanisch,"Ivy Morgan, a college student in New Orleans, falls for Ren Owens, the last person she expected to enter her rigidly controlled life.",7.956,90.0,14.497
Phineas and Ferb the Movie: Candace Against the Universe,2020.0,Amerikanisch,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",7.272,364.0,15.043
A Tale of Two Guns,2022.0,Amerikanisch,"In the lawless West, The Cowboys, a notorious brotherhood of killers and thieves, reigned over the land with brutal fists and fast guns. Fate had finally caught up with them and now the merciless gang has but a single surviving member. When a deputized gunslinger takes up the call to hunt down the last Cowboy, the chase is on and the bullets fly, and only one of these hardened men can survive.",6.0,27.0,18.359
Room,2015.0,Amerikanisch,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.022,9066.0,19.284
The Hunter's Prayer,2017.0,Amerikanisch,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,5.64,382.0,12.033
Nightmare Alley,2021.0,Amerikanisch,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,6.993,2862.0,22.793
Lou,2022.0,Amerikanisch,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,6.535,649.0,16.051
The Danish Girl,2015.0,Amerikanisch,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",7.584,5709.0,17.029
Fortress,2021.0,Amerikanisch,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",5.783,330.0,18.792
A Bad Moms Christmas,2017.0,Amerikanisch,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",6.315,2040.0,15.029
Marvel Studios Assembled: The Making of She-Hulk: Attorney at Law,2022.0,Amerikanisch,"Join the likes of Tatiana Maslany, Mark Ruffalo, Tim Roth, and Benedict Wong as they reveal how Marvel Studios’ She-Hulk: Attorney at Law was conceived and shaped. Discover what it took for She-Hulk’s creators to pull off the show’s tricky tone and deliver Marvel Studios’ first truly comedic series – one that boldly breaks the fourth wall to acknowledge its own audience, no less!",6.9,41.0,17.779
Brian Banks,2019.0,Amerikanisch,An All-American football player's dreams to play in the NFL are halted when he is falsely accused of rape and sent to prison.,7.241,226.0,23.542
Snatched,2017.0,Amerikanisch,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",5.362,780.0,11.527
Playing with Fire,2019.0,Amerikanisch,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,6.617,678.0,14.53
I'm Thinking of Ending Things,2020.0,Amerikanisch,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,6.572,1897.0,15.782
