title,release_year,language,overview,vote_average,vote_count,popularity
Calendar Girls,2015,Indisch,"The film focuses on five girls who hail from different regions of India, and who have been selected to pose for the country's most prestigious annual calendar which is a joint effort between business tycoon Rishabh Kukreja and his photographer friend Timmy Sen.",5.0,8,3.69
Bombay Velvet,2015,Indisch,"An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence.",5.5,41,4.152
Jabali,2018,Indisch,Jabali is a documentary on Jabalpur and its people. It explores the city's various cultures and perspectives.,0.0,0,1.779
Physiotherapist,2021,Indisch,,0.0,0,2.208
The Power,2021,Indisch,"It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together.",6.833,12,2.567
Hawaizaada,2015,Indisch,"In 1895, Shivkar Bapuji Talpade constructs and flies India's first unmanned plane, despite having the odds stacked against him.",5.467,15,1.897
Torbaaz,2020,Indisch,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket and soon realizes that the stakes go beyond the sport.",8.0,11,2.286
Ekkees Tareekh Shubh Muhurat,2018,Indisch,It is a story of a 55-year-old man Pandit Girdhari Laal Sharma who wants to escape his family legacy of becoming a priest and aspires to become a storyteller instead. His reality is that he is stuck trying to find a date for his daughter's wedding. What follows is a series of unfortunate events which land him in jail. His dream starts unfolding in the most unexpected way as his stories find an audience amongst the prisoners.,5.0,1,2.23
Hurdang,2022,Indisch,"In the 1990s' Allahabad, a brash college student gets drawn into an uproar surrounding a critical bill that will affect India's education system.",5.0,2,2.272
Chhota Bheem: Kung Fu Dhamaka,2019,Indisch,"Chhota Bheem and his friends decide to participate in the annual martial arts competition held at China, where the country's princess gets kidnapped by an evil demon Zuhu.",8.3,3,2.04
Chutney,2016,Indisch,Chutney is a short film written and directed by Jyoti Kapur Das. Produced by Tisca Chopra The stars Adil Hussain and Tisca Chopra in the lead.,6.9,10,2.747
Paltan,2018,Indisch,"A war drama based on the Indo-China War of 1962, JP Dutta's ""PALTAN"" focuses on the hard-hitting truth of India's relations with China, and how it is important to acknowledge that China, an enormous power in world politics, poses to be a huge threat to India.",6.0,11,2.528
Jabariya Jodi,2019,Indisch,"Abhay Singh runs a syndicate of kidnapping greedy grooms, who demand dowry in Bihar’s Madhopur. He then, forcefully marries them off to the girl, calling it a ‘surprise party’. But when his childhood sweetheart Babli re-enters his life, he must choose between love and his long-term ambitions.",4.5,10,1.754
Main Aur Charles,2015,Indisch,"In the 1980s, Charles, an enigmatic con man and a vicious killer and Commisioner Amod Kanth are embroiled in a game of cat and mouse.",4.4,8,2.684
RK/RKAY,2021,Indisch,"After wrapping up the shoot of his upcoming period film, in which he also plays the lead character Mehboob, Indie film director-writer RK (Rajat Kapoor) struggles to piece his film together on the editing table. Trouble escalates when he discovers that his lead character has vanished from the film’s footage and entered real life.",5.0,2,2.763
Simran,2017,Indisch,"A Gujarati housekeeper working in the United States, allows her ambitions to overpower her which leads her to get involved in the world of crime.",4.9,22,1.854
The Accidental Prime Minister,2019,Indisch,"Based on the memoir by Indian policy analyst Sanjaya Baru, The Accidental Prime Minister explores Manmohan Singh's tenure as the Prime Minister of India, and the kind of control he had over his cabinet and the country.",5.0,21,2.076
Jugni,2016,Indisch,"Jugni (Firefly) is the beat of the soul, the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director, working on her first big break in the Hindi film industry. When work and home affairs, with her live-in boyfriend Sid hit a high tide, Vibs hits the road with a glint of hope; to find music. The journey takes her to a village in Punjab in the search of a Bibi Saroop, whose voice holds the promise that Vibs is searching for. But as the twist of fate would have it, Mastana, Bibi's son and a proficient singer himself, is the voice and man who winds his way into Vibs' heart. From here on, Jugni is about striking balances, making tough decisions while trying to soften the blows and dealing with the studied dramatic turns and unpredictabilities of life and finding the place which one can call home; home of the heart, where the firefly is at her brightest.",6.5,4,1.75
Begum Jaan,2017,Indisch,"On the eve of Independence, the chairman of the Border Commission, Sir Cyril Radcliffe decides to divide India and Pakistan into equitable halves. What the administration doesn’t account for is the line running through the middle of Begum Jaan’s brothel situated plonk on the border; with one half falling in India and the other in Pakistan.",6.0,21,3.323
Saand Ki Aankh,2019,Indisch,"Following the exciting story of the world's oldest sharpshooters Chandro and Prakashi Tomar, the drama marks the directorial debut of acclaimed scriptwriter Tushar Hiranandani. The film stars Bhumi Pednekar and Taapsee Pannu.",7.021,24,2.917
Veeram,2023,Indisch,"After losing their parents, two brothers are brought up by their sister and brother-in-law. Will they grow up to be good? What hurdles will each one face?",3.0,1,1.745
Plan A Plan B,2022,Indisch,"When an earnest matchmaker moves into an office next to a cynical divorce attorney, their bitter conflict is complicated by a growing attraction.",6.2,18,3.252
Anaarkali of Aarah,2017,Indisch,"Hailing from Aarah in Bihar, Anarkali is an item girl, famous for her vocals, suggestive dance moves and innuendo laden lyrics. She enjoys her stardom and revels in the lusty glances. The singer acknowledges that she is no saint and even makes peace with the hatred she evokes among civilised society but what she refuses to tolerate is being exploited in public by an influential politician.",6.8,11,2.772
Gulmohar,2023,Indisch,"Batra family has just four days left to vacate their house of 34 years. Amidst the mayhem and uncertainties of the future, insecurities and secrets surface.",6.2,8,2.459
Happi,2019,Indisch,"Happi is a comedy drama that tells the amazing story of survival of a social misfit set in Mumbai. The film is all about a man, who is content with what he earns as his needs are few and thus, he is comfortable being a misfit. He earns by making people laugh as well as by singing at Cafe Bombay.",8.0,1,1.738
Dahleez,2020,Indisch,,0.0,0,1.737
Dil Do,2020,Indisch,,0.0,0,3.444
Lakeerein,2023,Indisch,"Lakeerein tells the powerful story of Kavya, who seeks justice against her husband for marital rape, a deeply troubling issue often overlooked due to societal misconceptions about consent in marriage.",0.0,0,2.991
Khichdi 2,2021,Indisch,"Cherry, who is in love with Ritu is all set to meet Ritu's brother, tables turn when Ritu's brother turns out to be his bestfriend, there starts a bridge of lies that Cherry creates, because he has clearly broken the bro code and doesn't want his bestfriend to know about this, will this bridge sustain or collapse badly ?",1.0,1,1.724
Jhund,2022,Indisch,A retired sports teacher transforms a bunch of teenage slum goons into disciplined football players against all odds.,6.9,16,2.929
Motu Patlu: Mission Moon,2018,Indisch,An otherworldly enemy has been turning the moon's soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?,0.0,0,1.936
SP Chauhan,2018,Indisch,"SP Chauhan is a biopic that traces the remarkable journey from poverty to the prosperity of a heroic social worker of Haryana, Thakur Satpal Chauhan, who braved adverse social conditions to promote women's empowerment and an alcohol-free society.",8.6,4,1.805
Mrs.,2023,Indisch,"Dance teacher Richa has an instant connection to wealthy doctor Diwakar, but soon finds herself in an overcooked and tasteless happily ever after laced with misogyny, arrogance, and stubbornness.",0.0,0,1.74
Manvee,2021,Indisch,Manvee is an established clinical psychologist. The film moves with her depression and ends at a point where Manvee becomes able to get rid of her phycological problems.,0.0,0,1.705
Hunger,2020,Indisch,,0.0,0,3.187
Dolly Kitty and Those Twinkling Stars,2020,Indisch,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",5.0,11,3.969
Ladki,2022,Indisch,"Heavily influenced by Bruce Lee’s wisdom and his martial art techniques, Pooja aspires to be like him. Will she be able to follow in his footsteps, or will she be forced to compromise her desire to lead a tranquil life like other girls?",1.0,1,1.978
